chapNum|verseNum|text|keywords
11|23|The desire of the righteous ends only in good, the expectation of the wicked in wrath.|Righteous, Expectation
11|24|One gives freely, yet grows all the richer; another withholds what he should give, and only suffers want.|Scatters, Increase, Witholds
11|25|Whoever brings blessing will be enriched, and one who waters will himself be watered.|Generous, Watered, Refreshed
11|26|The people curse him who holds back grain, but a blessing is on the head of him who sells it.|Cursed, Blessing, Sells
11|27|Whoever diligently seeks good seeks favor, but evil comes to him who searches for it.|Earns, Seeks, Good
11|28|Whoever trusts in his riches will fall, but the righteous will flourish like a green leaf.|Trust, Fall, Righteous Flourish
11|29|Whoever troubles his own household will inherit the wind, and the fool will be servant to the wise of heart.|Trouble, Heir, Fool
11|30|The fruit of the righteous is a tree of life, and whoever captures souls is wise.|Wisdom, Winning Souls, Fruit of Righteousness
11|31|If the righteous is repaid on earth, how much more the wicked and the sinner!|Righteous, Recompensed, Wicked and The Sinner
12|1|Whoever loves discipline loves knowledge, but he who hates reproof is stupid.|learning, growth, wisdom, improvement, guidance
12|2|A good man obtains favor from the LORD, but a man of evil devices he condemns.|virtue, righteousness, goodness, kindness, integrity
12|3|No one is established by wickedness, but the root of the righteous will never be moved.|righteousness, goodness, integrity, morality, ethics
12|4|An excellent wife is the crown of her husband, but she who brings shame is like rottenness in his bones.|marriage, love, respect, loyalty, companionship, support
12|5|The thoughts of the righteous are just; the counsels of the wicked are deceitful.|integrity, honesty, truthfulness, fairness, justice
12|6|The words of the wicked lie in wait for blood, but the mouth of the upright delivers them.|kindness, compassion, empathy, love, forgiveness
12|7|The wicked are overthrown and are no more, but the house of the righteous will stand.|righteousness, goodness, integrity, morality, ethics
12|8|A man is commended according to his good sense, but one of twisted mind is despised.|wisdom, understanding, intelligence, knowledge, discernment
12|9|Better to be lowly and have a servant than to play the great man and lack bread.|humility, contentment, gratitude, simplicity, modesty
12|10|Whoever is righteous has regard for the life of his beast, but the mercy of the wicked is cruel.|compassion, empathy, love, kindness, gentleness
12|11|Whoever works his land will have plenty of bread, but he who follows worthless pursuits lacks sense.|diligence, hard work, perseverance, dedication, commitment
12|12|Whoever is wicked covets the spoil of evildoers, but the root of the righteous bears fruit.|righteousness, goodness, integrity, morality, ethics
12|13|An evil man is ensnared by the transgression of his lips, but the righteous escapes from trouble.|integrity, honesty, truthfulness, wisdom, understanding
12|14|From the fruit of his mouth a man is satisfied with good, and the work of a man's hand comes back to him.|kindness, compassion, empathy, love, forgiveness
12|15|The way of a fool is right in his own eyes, but a wise man listens to advice.|humility, openness, willingness to learn, teachability, receptivity
12|16|The vexation of a fool is known at once, but the prudent ignores an insult.|self-control, patience, composure, restraint, tolerance
12|17|Whoever speaks the truth gives honest evidence, but a false witness utters deceit.|integrity, honesty, truthfulness, reliability, trustworthiness
12|18|There is one whose rash words are like sword thrusts, but the tongue of the wise brings healing.|kindness, compassion, empathy, love, forgiveness
12|19|Truthful lips endure forever, but a lying tongue is but for a moment.|integrity, honesty, truthfulness, reliability, trustworthiness
12|20|Deceit is in the heart of those who devise evil, but those who plan peace have joy.|Deceit, Heart, Devise, Evil, Plan, Peace, Joy, Intention, Harmony, Happiness
12|21|No ill befalls the righteous, but the wicked are filled with trouble.|righteousness, goodness, Joy, morality, ethics, peace
12|22|Lying lips are an abomination to the LORD, but those who act faithfully are his delight.|integrity, honesty, truthfulness, reliability, trustworthiness
12|23|A prudent man conceals knowledge, but the heart of fools proclaims folly.|Wisdom, humility, discretion, understanding, insight
12|24|The hand of the diligent will rule, while the slothful will be put to forced labor.|Diligence, perseverance, determination, hard work, industriousness
12|25|Anxiety in a man's heart weighs him down, but a good word makes him glad.|Hope, encouragement, kindness, compassion, empathy
12|26|One who is righteous is a guide to his neighbor, but the way of the wicked leads them astray.|Righteousness, integrity, virtue, goodness, morality
12|27|Whoever is slothful will not roast his game, but the diligent man will get precious wealth.|Diligence, perseverance, hard work, industriousness, success
12|28|In the path of righteousness is life, and in its pathway there is no death.|Righteousness, goodness, morality, virtue, eternal life
13|1|A wise son hears his father’s instruction, but a scoffer does not listen to rebuke.|Parental guidance, teachings, wisdom
13|2|From the fruit of his mouth a man eats what is good, but the desire of the treacherous is for violence.|Desires, violence, treacherous
13|3|Whoever guards his mouth preserves his life; he who opens wide his lips comes to ruin.|Self-control,  caution, wise words
13|4|The soul of the sluggard craves and gets nothing, while the soul of the diligent is richly supplied.|Diligence, Laziness, Hard work
13|5|The righteous hates falsehood, but the wicked brings shame and disgrace.|Righteousness, Wickedness, Morality, Falsehood
13|6|Righteousness guards him whose way is blameless, but sin overthrows the wicked.|Righteousness, Virtue
13|7|One pretends to be rich, yet has nothing; another pretends to be poor, yet has great wealth.|Deception, Pretense, Authenticity, True wealth
13|8|The ransom of a man’s life is his wealth, but a poor man hears no threat.|Wealth, Life, Threat, Value of life
13|9|The light of the righteous rejoices, but the lamp of the wicked will be put out.|Righteousness, Light
13|10|By insolence comes nothing but strife, but with those who take advice is wisdom.|Wisdom, Advice
13|11|Wealth gained hastily will dwindle, but whoever gathers little by little will increase it.|Wealth, Patience, Diligence
13|12|Hope deferred makes the heart sick, but a desire fulfilled is a tree of life.|Hope, Fulfillment
13|13|Whoever despises the word brings destruction on himself, but he who reveres the commandment will be rewarded.|Reward, Word of God, Reverence
13|14|The teaching of the wise is a fountain of life, that one may turn away from the snares of death.|Guidance, Fountain of life, Teaching
13|15|Good sense wins favor, but the way of the treacherous is their ruin.|Good sense, Wisdom, Righteousness, Consequences
13|16|Every prudent man acts with knowledge, but a fool flaunts his folly.|Knowledge, Fool, Wisdom, Character
13|17|A wicked messenger falls into trouble, but a faithful envoy brings healing.|Wicked, Envoy, Healing
13|18|Poverty and disgrace come to him who ignores instruction, but whoever heeds reproof is honored.|Poverty, Disgrace, Instruction, Honor, Life choices
13|19|A desire fulfilled is sweet to the soul, but to turn away from evil is an abomination to fools.|Fools, Virtue, Wisdom, Abomination
13|20|Whoever walks with the wise becomes wise, but the companion of fools will suffer harm.|Wisdom, Companionship, Influence, Consequences, Association
13|21|Disaster pursues sinners, but the righteous are rewarded with good.|Righteous, Judgment, Reward, Punishment
13|22|A good man leaves an inheritance to his children’s children, but the sinner’s wealth is laid up for the righteous.|Inheritance, Wealth
13|23|The fallow ground of the poor would yield much food, but it is swept away through injustice.|Poor, Agriculture, Social justice, Poverty, Injustice
13|24|Whoever spares the rod hates his son, but he who loves him is diligent to discipline him.|Discipline, Diligence, Parenting, Parental guidance
13|25|The righteous has enough to satisfy his appetite, but the belly of the wicked suffers want.|Righteousness, Contentment, Satisfaction, Appetite, Greed
14|1|"The wise are cautious and avoid danger, but the fools are reckless and ignore it.	"|Wisdom, prudence, foolishness, recklessness
14|2|A person with a quick temper does foolish things, but the patient displays understanding.|Anger, patience, understanding
14|3|The heart of the discerning acquires knowledge, but the mouth of the fool gushes folly.|Wisdom, knowledge, understanding, foolishness
14|4|Where there are no oxen, the manger is clean, but abundant harvest comes by the strength of the ox.|Diligence, work, effort, success
14|5|A truthful witness does not lie, but a false witness breathes deceit.|Honesty, truthfulness, deception, lying
14|6|The mocker seeks wisdom but finds none, but knowledge is easy for one with understanding.|Wisdom, knowledge, understanding, foolishness
14|7|Leave the presence of a fool for you will not find words of knowledge on their lips.|Wisdom, knowledge, understanding, foolishness
14|8|The wisdom of the prudent is to discern their way, but the folly of fools deceives them.|Wisdom, prudence, foolishness, deception
14|9|A scoffer at sin brings ruin upon himself, but one who fears the command is rewarded.|Obedience, repentance, sin, forgiveness
14|10|In the mouth of the fool is ruin, but the lips of the righteous protect them.|Wisdom, righteousness, foolishness, protection
14|11|The wealth of the righteous makes their city great, but the speech of the wicked brings ruin.|Righteousness, wealth, prosperity, destruction
14|12|The heart of one with understanding gains knowledge, but the mouth of fools gushes folly.|Wisdom, knowledge, understanding, foolishness
14|13|Even in laughter the heart may ache, and joy may end in grief.|Happiness, sadness, joy, sorrow
14|14|The backslider fills himself with his own ways, but the good finds satisfaction in the Lord.|God, goodness, satisfaction, backsliding
14|15|The simple believes everything, but the prudent considers their steps.|Wisdom, prudence, simplicity, foolishness
14|16|One who is wise is cautious and turns away from evil, but a fool is reckless and careless.|Anger, patience, peace, conflict
14|17|A whisperer separates the best of friends.|Friendship, gossip, betrayal, trust
14|18|The anger of the righteous is righteous, and they will atone, but the wrath of the wicked is cruel.|anger, righteous
15|1|A gentle answer turns away wrath, but a harsh word stirs up anger.|Anger, rightful, calm
15|2|The tongue of the wise commends knowledge, but the mouth of the fool gushes folly.|tounge
15|3|The eyes of the LORD are everywhere, keeping watch on the wicked and the good.|eyes
15|4|The tongue that brings healing is a tree of life, but a deceitful tongue crushes the spirit.|healing
15|5|A fool spurns his father's discipline, but whoever heeds correction shows prudence.|prudence, fools
15|6|The house of the righteous contains great treasure, but the income of the wicked brings them trouble.|righteous
15|7|The lips of the wise spread knowledge; not so the hearts of fools.|knowledge
15|8|The LORD detests the sacrifice of the wicked, but the prayer of the upright pleases him.|upright
15|9|The LORD detests the way of the wicked but he loves those who pursue righteousness.|righteousness
15|10|Stern discipline awaits him who leaves the path; he who hates correction will die.|discipline 
15|11|Death and Destruction lie open before the LORD-- how much more the hearts of men!|Death, Destruction
15|12|A mocker resents correction; he will not consult the wise.|correction
15|13|A happy heart makes the face cheerful, but heartache crushes the spirit.|cheerful, heartache
15|14|The discerning heart seeks knowledge, but the mouth of a fool feeds on folly.|fool
15|15|All the days of the oppressed are wretched, but the cheerful heart has a continual feast.|wretched
15|16|Better a little with the fear of the LORD than great wealth with turmoil.|fear, turmoil
15|17|Better a meal of vegetables where there is love than a fattened calf with hatred.|love, hatred
15|18|A hot-tempered man stirs up dissension, but a patient man calms a quarrel.|dissension, quarrel
15|19|The way of the sluggard is blocked with thorns, but the path of the upright is a highway.|thorns, highway
15|20|A wise son brings joy to his father, but a foolish man despises his mother.|joy, despises
15|21|Folly delights a man who lacks judgment, but a man of understanding keeps a straight course.|folly, straight
15|22|Plans fail for lack of counsel, but with many advisers they succeed.|fail, succeed
15|23|A man finds joy in giving an apt reply-- and how good is a timely word!|reply
15|24|The path of life leads upward for the wise to keep him from going down to the grave.|upward, down
15|25|The LORD tears down the proud man's house but he keeps the widow's boundaries intact.|proud
15|26|The LORD detests the thoughts of the wicked, but those of the pure are pleasing to him.|wicked
15|27|A greedy man brings trouble to his family, but he who hates bribes will live.|greedy
15|28|The heart of the righteous weighs its answers, but the mouth of the wicked gushes evil.|righteous
15|29|The LORD is far from the wicked but he hears the prayer of the righteous.|hears
15|30|A cheerful look brings joy to the heart, and good news gives health to the bones.|joy, health
15|31|He who listens to a life-giving rebuke will be at home among the wise.|rebuke
15|32|He who ignores discipline despises himself, but whoever heeds correction gains understanding.|despises
15|33|The fear of the LORD is the instruction of wisdom; and before honour is humility.|Understanding, wisdom, honour, humility.
16|1|The plans of the heart belong to man, but the answer of the tongue is from the LORD.|Man, LORD 
16|2|All the ways of a man are pure in his own eyes, but the LORD weighs the spirit.|Pure, spirit, man
16|3|Commit your work to the LORD, and your plans will be established.|Commit, work, LORD, plans, establish
16|4|The LORD has made everything for its purpose, even the wicked for the day of trouble.|LORD, purpose, wicked, day, trouble
16|5|Everyone who is arrogant in heart is an abomination to the LORD; be assured, he will not go unpunished.|Arrogant, abomination, LORD, unpunished, everyone
16|6|By steadfast love and faithfulness iniquity is atoned for, and by the fear of the LORD one turns away from evil.|Love, steadfast, faithfulness, iniquity, fear, evil
16|7|When a man’s ways please the LORD, he makes even his enemies to be at peace with him.|Man, enemies, peace
16|8|Better is a little with righteousness than great revenues with injustice.|Little, righteousness, injustice, revenues, great
16|9|The heart of man plans his way, but the LORD establishes his steps.|Man, heart, plans, way, LORD, establish, steps
16|10|An oracle is on the lips of a king; his mouth does not sin in judgment.|Oracle, lips, king, mouth, sin, judgement
16|11|A just balance and scales are the LORD’s; all the weights in the bag are his work.|Balance, scales, LORD, weights, bag, work
16|12|It is an abomination to kings to do evil, for the throne is established by righteousness.|Abomination, kings, evil, throne, righteousness
16|13|Righteous lips are the delight of a king, and he loves him who speaks what is right.|Righteous, delight, king, love, speak, right
16|14|A king’s wrath is a messenger of death, and a wise man will appease it.|King, wrath, messenger, death, wise, appease
16|15|In the light of a king’s face there is life, and his favor is like the clouds that bring the spring rain.|King, light, life, favor, clouds, spring, rain
16|16|How much better to get wisdom than gold! To get understanding is to be chosen rather than silver.|Wisdom, gold, understanding, chosen, silver
16|17|The highway of the upright turns aside from evil; whoever guards his way preserves his life.|Highway, upright, evil, guards, way, preserves, life
16|18|Pride goes before destruction, and a haughty spirit before a fall.|Pride, destruction, haughty, spirit, fall
16|19|It is better to be of a lowly spirit with the poor than to divide the spoil with the proud.|Lowly spirit, poor, divide, spoil, proud
16|20|Whoever gives thought to the word will discover good, and blessed is he who trusts in the LORD.|Word, discover, good, blessed,  trusts, LORD
16|21|The wise of heart is called discerning, and sweetness of speech increases persuasiveness.|Wise, heart, discerning, sweetness, increase, persuasiveness
16|22|Good sense is a fountain of life to him who has it, but the instruction of fools is folly.|Good sense, fountain of life, instruction, fools, folly
16|23|The heart of the wise makes his speech judicious and adds persuasiveness to his lips.|Heart, speech, judicious, adds, persuasiveness, lips
16|24|Gracious words are like a honeycomb, sweetness to the soul and health to the body.|Gracious, words, honeycomb, sweetness, soul, health, body
16|25|There is a way that seems right to a man, but its end is the way to death.|Way, man, end, death
16|26|A worker’s appetite works for him; his mouth urges him on.|Worker, work, mouth, urge, on
16|27|A worthless man plots evil, and his speech is like a scorching fire.|Worthless, evil, speech, scorching, fire
16|28|A dishonest man spreads strife, and a whisperer separates close friends.|Dishonest, strife, whisperer, separate, friends
16|29|A man of violence entices his neighbor and leads him in a way that is not good.|Violence, entices, neighbor, lead, way, not, good
16|30|Whoever winks his eyes plans dishonest things; he who purses his lips brings evil to pass.|Plans, dishonest, evil
16|31|Gray hair is a crown of glory; it is gained in a righteous life.|Glory, righteous
16|32|Whoever is slow to anger is better than the mighty, and he who rules his spirit than he who takes a city.|Anger, mighty, spirit, city
16|33|The lot is cast into the lap, but its every decision is from the LORD.|Decision, LORD
17|1|A better morsel is served in quietness than a banquet gained by strife.|Morsel, served, quietness, banquet, strife
17|2|A wise servant will rule over an unwise son, and will receive an inheritance among the brothers.|Wise, servant, rule, unwise, receive, inheritance, brothers
17|3|The refining pot tests silver, and the furnace tests gold, but the LORD tests hearts.|Refining pot, silver, furnace, gold, LORD, hearts
17|4|A wicked man listens to wicked lips; a liar gives heed to the tongue of destruction.|Wicked, lips, liar, heed, destruction
17|5|Whoever mocks the poor insults his Maker; he who is glad at calamity will not go unpunished.|Mocks, poor, insults, Maker, calamity, unpunished
17|6|Grandchildren are the crown of the aged, and the parents are the glory of their children.|Crown, aged, parents, glory
17|7|Fine speech becomes a prince; fitting speech is appropriate for a noble.|Fine, speech, fitting, appropriate, noble
17|8|A bribe is a precious stone in the eyes of its owner; wherever it goes, it prospers.|Bribe, stone, owner, prospers
17|9|Whoever covers an offense seeks love, but whoever repeats it separates friends.|Offense, love, repeats, friends
17|10|A rebuke goes deeper into a man of understanding than a hundred lashes into a fool.|Rebuke, understanding, lashes, fool
17|11|A rebellious man seeks only evil; a fierce messenger will be sent against him.|Rebellious, seeks, evil, fierce, messenger
17|12|Let a man meet a bear robbed of her cubs, rather than a fool in his folly.|Robbed, fool, folly
17|13|Whoever returns evil for good, evil will not depart from his house.|Returns, evil, good, depart, house
17|14|The beginning of strife is like letting out water; quarrel before it breaks into open violence.|Beginning, strife, water, quarrel, breaks, violence
17|15|Whoever justifies the wicked and whoever condemns the righteous both of them are an abomination to the LORD.|Justifies, condemns, righteous, abomination, LORD
17|16|Why should a fool have money in his hand since he has no understanding to acquire wisdom?|Fool, understanding, acquire, wisdom
17|17|A friend loves at all times, and a brother is born for adversity.|Loves, adversity
17|18|A man of perverse heart gains nothing, and a crooked tongue can never prosper.|Perverse, crooked, prosper
17|19|Whoever has a son should keep discipline, for there is hope in him.|Discipline, hope
17|20|A man of wrath stirs up strife, and a contentious man sends forth quarrel.|Wrath, contentious, quarrel
17|21|A perverse heart loves strife; a man of treachery will never prosper.|Perverse, treachery, prosper
17|22|Whoever is foolish despises wisdom and understanding.|Foolish, despise, wisdom
17|23|When a wise man's heart is at peace, he directs his words wisely, and the increase of his knowledge is his guide.|Peace, wisely, knowledge, guide
17|24|A gentle tongue is the tree of life, but a perverse tongue crushes the spirit.|Gentle, life, perverse, spirit
17|25|A fool has no delight in understanding, but only in expressing his own opinion.|Fool, delight, expressing, opinion
17|26|When a wise man is silent, he is called insightful, and when he speaks, he is recognized as a man of understanding.|Silent, insightful, speaks, understanding
17|27|Whoever restrains his words has knowledge, and he who has a cool spirit is a man of understanding.|Restrains, knowledge, cool, understanding
17|28|Even a fool who keeps silent is considered wise; when he closes his lips, he is deemed intelligent.|Fool, silent, wise, close, intelligent
18|1|Whoever isolates himself seeks his own desire; he breaks out against all sound judgment.|Isolation, Desire, Judgement, Reckless
18|2|A fool takes no pleasure in understanding, but only in expressing his opinion.|Fool, Understanding, Opinion
18|3|When wickedness comes, contempt comes also, and with dishonor comes disgrace.|Wickedness, Contempt, Dishonor, Disgrace
18|4|The words of a man's mouth are deep waters; the fountain of wisdom is a bubbling brook.|Deep Waters, Words, Wisdom, Fountain
18|5|It is not good to be partial to the wicked or to deprive the righteous of justice.|Partiality, Wicked, Deprivation, Righteous, Justice
18|6|A fool's lips walk into a fight, and his mouth invites a beating.|Fool, Lips, Fight, Mouth, Beating
18|7|A fool's mouth is his ruin, and his lips are a snare to his soul.|Fool, Mouth, Ruin, Lips, Snare, Soul
18|8|The words of a whisperer are like delicious morsels; they go down into the inner parts of the body.|Whisperer, Words, Delicious Morsels, Inner Parts, Body
18|9|Whoever is slack in his work is a brother to him who destroys.|Slackness, Work, Brother, Destroys
18|10|The name of the Lord is a strong tower; the righteous man runs into it and is safe.|Lord's Name, Strong Tower, Righteous, Safety
18|11|A rich man's wealth is his strong city, and like a high wall in his imagination.|Rich, Wealthy,City, Imagination
18|12|Before destruction a man's heart is haughty, but humility comes before honor.|Destruction, Heart, Haughty, Humility, Honor
18|13|If one gives an answer before he hears, it is his folly and shame.|Answer, Hear, Folly, Shame
18|14|A man's spirit will endure sickness, but a crushed spirit who can bear?|Endure, Sickness, Spirit, Crushed, Bearing
18|15|An intelligent heart acquires knowledge, and the ear of the wise seeks knowledge.|Intelligent Heart, Acquire, Knowledge, Wise, Seek
18|16|A man's gift makes room for him and brings him before the great.|Gift, Room, Man, Great
18|17|The one who states his case first seems right, until the other comes and examines him.|Case, Seem, Right, Other, Examination
18|18|The lot puts an end to quarrels and decides between powerful contenders.|Lot, End, Quarrels, Decide, Contenders
18|19|A brother offended is more unyielding than a strong city, and quarreling is like the bars of a castle.|Brother, Offended, Unyielding
18|20|From the fruit of a man's mouth his stomach is satisfied; he is satisfied by the yield of his lips.|Fruit, Mouth, Stomach, Satisfied, Yield, Lips
18|21|Death and life are in the power of the tongue, and those who love it will eat its fruits.|Death, Life, Power, Tongue, Love, Fruits
18|22|He who finds a wife finds a good thing and obtains favor from the Lord.|Find, Wife, Good Thing, Favor, Lord
18|23|The poor use entreaties, but the rich answer roughly.|Poor, Entreaties, Rich, Answer, Roughly
18|24|A man of many companions may come to ruin, but there is a friend who sticks closer than a brother.|Companions, Ruin, Friend, Sticks Close, Brother
19|1|Better is a poor person who walks in his integrity than one who is crooked in speech and is a fool.|Integrity, poor, speech
19|2|Desire without knowledge is not good, and whoever makes haste with his feet misses his way.|Desire, knowledge, haste
19|3|When a man's folly brings his way to ruin, his heart rages against the Lord.|Folly, ruin, heart
19|4|Wealth brings many new friends, but a poor man is deserted by his friend.|Wealth, friends, poor
19|5|A false witness will not go unpunished, and he who breathes out lies will not escape.|False, witness, unpunished, lies
19|6|Many seek the favor of a generous man,[b] and everyone is a friend to a man who gives gifts.|Generous, seek, gifts
19|7|All a poor man's brothers hate him; how much more do his friends go far from him! He pursues them with words, but does not have them.|Poor, brothers, hate
19|8|Whoever gets sense loves his own soul; he who keeps understanding will discover good.|Sense, love, understanding
19|9|A false witness will not go unpunished, and he who breathes out lies will perish.|False, witness, unpunished, perish
19|10|It is not fitting for a fool to live in luxury, much less for a slave to rule over princes.|Fool, luxury, slave
19|11|Good sense makes one slow to anger, and it is his glory to overlook an offense.|Good sense, anger, overlook
19|12|A king's wrath is like the growling of a lion, but his favor is like dew on the grass.|King's, wrath, lion, favor
19|13|A foolish son is ruin to his father, and a wife's quarreling is a continual dripping of rain.|Foolish, son, ruin, quarreling
19|14|House and wealth are inherited from fathers, but a prudent wife is from the Lord.|House, wealth, inherited, prudent wife
19|15|Slothfulness casts into a deep sleep, and an idle person will suffer hunger.|Slothfulness, deep sleep, idle
19|16|Whoever keeps the commandment keeps his life; he who despises his ways will die.|Commandment, keeps life, despises
19|17|Whoever is generous to the poor lends to the Lord, and he will repay him for his deed.|Generous, poor, lends
19|18|Discipline your son, for there is hope; do not set your heart on putting him to death.|Discipline, hope, not death
19|19|A man of great wrath will pay the penalty, for if you deliver him, you will only have to do it again.|Great, wrath, penalty, deliver
19|20|Listen to advice and accept instruction, that you may gain wisdom in the future.|Advice, accept, instruction
19|21|Many are the plans in the mind of a man, but it is the purpose of the Lord that will stand.|Plans, mind, purpose
19|22|What is desired in a man is steadfast love, and a poor man is better than a liar.|Desired, steadfast, love, liar
19|23|The fear of the Lord leads to life, and whoever has it rests satisfied; he will not be visited by harm.|Fear, Lord, life, satisfied
19|24|The sluggard buries his hand in the dish and will not even bring it back to his mouth.|Sluggard, buries, hand, dish
19|25|Strike a scoffer, and the simple will learn prudence; reprove a man of understanding, and he will gain knowledge.|Strike, scoffer, simple
19|26|He who does violence to his father and chases away his mother is a son who brings shame and reproach.|Violence, father, shame
19|27|Cease to hear instruction, my son, and you will stray from the words of knowledge.|Cease, hear, knowledge
19|28|A worthless witness mocks at justice, and the mouth of the wicked devours iniquity.|Worthless, witness, justice, wicked
19|29|Condemnation is ready for scoffers, and beating for the backs of fools.|Condemnation, scoffers, beating
20|1|Wine is a mocker, strong drink a brawler, and whoever is led astray by it is not wise.|Wine, Strong drink, Wise
20|2|The terror of a king is like the growling of a lion; whoever provokes him to anger forfeits his life.|Terror, anger, Forfeit
20|3|It is an honor for a man to keep aloof from strife, but every fool will be quarreling.|Honor, Strife, Fool
20|4|The sluggard does not plow in the autumn; he will seek at harvest and have nothing.|Sluggard,  harvest, Nothing
20|5|The purpose in a man’s heart is like deep water, but a man of understanding will draw it out.|Purpose, Deep water, Understanding, 
20|6|Many a man proclaims his own steadfast love, but a faithful man who can find?|Steadfast, Faithful, Man
20|7|The righteous who walks in his integrity—blessed are his children after him!|Righteous, Integrity, Blessed
20|8|A king who sits on the throne of judgment winnows all evil with his eyes.|King, Throne of judgment, Winnows all evil 
20|9|Who can say, “I have made my heart pure; I am clean from my sin”?|Pure, Heart, Sin
20|10|Unequal weights and unequal measures are both alike an abomination to the LORD.|Unequal weights, Abomination
20|11|Even a child makes himself known by his acts, by whether his conduct is pure and upright.|Child, Conduct, Pure and upright
20|12|The hearing ear and the seeing eye, the LORD has made them both.|Hearing ear, Seeing eye
20|13|Love not sleep, lest you come to poverty; open your eyes, and you will have plenty of bread.|Love not sleep, Poverty, Open your eyes, Plenty of bread
20|14|“Bad, bad,” says the buyer, but when he goes away, then he boasts.|Bad, Buyer, Boast
20|15|There is gold and abundance of costly stones, but the lips of knowledge are a precious jewel.|Gold,  Abundance of costly stones, Precious jewel
20|16|Take a man’s garment when he has put up security for a stranger, and  hold it in pledge when he puts up security for foreigners.|Garment, Pledge, Security
20|17|Bread gained by deceit is sweet to a man, but afterward his mouth will be full of gravel.|Deceit, Sweet, Mouth, Gravel
20|18|Plans are established by counsel; by wise guidance wage war.|Plans, Counsel, Wise guidance, Wage war
20|19|Whoever goes about slandering reveals secrets; therefore do not associate with a simple babbler.|Slandering, reveal secrets, babbler
20|20|If one curses his father or his mother, his lamp will be put out in utter darkness.|Father, Mother, Lamp, Utter darkness
20|21|An inheritance gained hastily in the beginning will not be blessed in the end.|Inheritance, Hastily, Beginning, Not be blessed, End
20|22|Do not say, “I will repay evil”; wait for the LORD, and he will deliver you.|Repay evil, Deliver
20|23|Unequal weights are an abomination to the LORD, and  false scales are not good.|Unequal weights, Abomination, False scales
20|24|A man’s steps are from the LORD; how then can man understand his way?|Steps, Understand his way
20|25|It is a snare to say rashly, “It is holy,” and to reflect only after making vows.|Snare, Rashly, Reflect, Vows
20|26|A wise king winnows the wicked and drives the wheel over them.|Wise, King, Winnows, Wicked
20|27|The spirit of man is the lamp of the LORD, searching all his innermost parts.|Lamp of the Lord, Innermost Part
20|28|Steadfast love and faithfulness preserve the king, and by steadfast love his throne is upheld.|Steadfast, Love, Faithfulness, Upheld
20|29|The glory of young men is their strength, but the splendor of old men is their gray hair.|Young men, Strength, Splendor, Old men
20|30|Blows that wound cleanse away evil; strokes make clean the innermost parts.|Wound, Cleanse, Evil, Innermost, Parts
21|1|The king’s heart is a stream of water in the hand of the LORD; he turns it wherever he will. |King's, stream, water, hand, LORD
21|2|Every way of a man is right in his own eyes, but the LORD weighs the heart. |way, man, right, own eyes, LORD, heart
21|3|To do righteousness and justice is more acceptable to the LORD than sacrifice. |righteousness, justice, acceptable, LORD, sacrifice
21|4|Haughty eyes and a proud heart, the lamp of the wicked, are sin. |Haughty eyes, proud heart, lamp, wicked, sin
21|5|The plans of the diligent lead surely to abundance, but everyone who is hasty comes only to poverty. |diligent lead, abundance, hasty, poverty
21|6|The getting of treasures by a lying tongue is a fleeting vapor and a snare of death. |treasures, lying tounge, fleeting, snare, death
21|7|The violence of the wicked will sweep them away, because they refuse to do what is just. |violence, wicked, sweep, refuse, just
21|8|The way of the guilty is crooked, but the conduct of the pure is upright. |guilty, crooked, conduct, pure, upright
21|9|It is better to live in a corner of the housetop than in a house shared with a quarrelsome wife. |better, corner, housetop, house, shared, quarrelsome wife
21|10|The soul of the wicked desires evil; his neighbor finds no mercy in his eyes. |soul, wicked desires, evil, mercy, eyes,
21|11|When a scoffer is punished, the simple becomes wise; when a wise man is instructed, he gains knowledge. |scoffer, punished, simple, wise man, instructed, knowledge
21|12|The Righteous One observes the house of the wicked; he throws the wicked down to ruin. |Righteous One, house, throws, wicked down
21|13|Whoever closes his ear to the cry of the poor will himself call out and not be answered. |closes, ear, cry, poor, answered
21|14|A gift in secret averts anger, and a concealed bribe, strong wrath. |gift, secret, anger, cocealed bribe, wrath
21|15|When justice is done, it is a joy to the righteous but terror to evildoers. |justice, joy, righteous, terror, evildoers
21|16|One who wanders from the way of good sense will rest in the assembly of the dead. |One, wanders, good, rest, assembly, dead
21|17|Whoever loves pleasure will be a poor man; he who loves wine and oil will not be rich. |loves, pleasure, poor, wine, oil, rich
21|18|The wicked is a ransom for the righteous, and the traitor for the upright. |wicked, ransom, righteous, traitor, upright
21|19|It is better to live in a desert land than with a quarrelsome and fretful woman. |live, desert, quarrelsome, fretful, woman
21|20|Precious treasure and oil are in a wise man’s dwelling, but a foolish man devours it. |Precious, treasure, wise, foolish, devours
21|21|Whoever pursues righteousness and kindness will find life, righteousness, and honor. |pursues, righteousness, kindness, life, honor
21|22|A wise man scales the city of the mighty and brings down the stronghold in which they trust. |wise, scales, city, mighty, down, stronghold, trust
21|23|Whoever keeps his mouth and his tongue keeps himself out of trouble.|keeps, mouth, tounge, himself, trouble
21|24|“Scoffer” is the name of the arrogant, haughty man who acts with arrogant pride. |Scoffer, arrogant, haughty, pride
21|25|The desire of the sluggard kills him, for his hands refuse to labor. |desire, sluggard, refuse, labor
21|26|All day long he craves and craves, but the righteous gives and does not hold back. |long, craves, righteous, hold, back
